9,1.1,0
12,0.9,4
6,0.5,5
7,1,1
8,0.9,0
13,1,0
9,1,0
11,1.4,3
11,1.5,2
9,0.9,0
9,1.1,0
9,1,1
8,1.3,0
9,1,0
10,0.9,1
9,1.2,0
9,1,3
11,1,0
12,0.8,3
9,0.5,1
10,1.1,2
12,1,3
15,1.5,0
12,1.2,3
9,1.3,0
10,0.1,6
11,1.1,4
9,1.25,1
13,0.5,5
7,1.25,1
9,0.1,0
9,1.4,1
13,0.3,5
15,0.3,3
12,0.8,4
5,0.8,4
9,1.1,1
9,1.5,4
9,0.7,6
8,0.6,4
6,0.5,8
16,1,10
9,1,2
