9,0.8,0
8,0.9,0
6,1.5,12
6,2,1
11,3,0
15,7,0
10,2,0
14,7,0
10,2.7,0
10,3.5,2
7,3.5,1
6,2.5,0
11,2.6,1
8,5,4
9,1.2,0
6,5,4
9,2.3,0
8,2.6,1
8,1.5,4
5,2.8,1
6,1.5,0
7,3,1
5,1,0
6,3,1
9,1,0
6,1.1,0
5,1,4
5,10,0
14,5,1
14,7,0
15,5,1
9,1,0
